Discuz(康盛)	Body="Powered by Discuz!"
360-TianJi	Body="src=\"/resource/img/login/logo_403.png\" alt=\"360天机\"/></a>"
360-TianJi	Title="360天机管理中心"
360-NGFW	Body="ngfw_encode" && Body="<span class=\"fwtitle_big\">360 "
360-NGFW	Title="360网神新一代智慧防火墙"
360-NGFW	Body="var __permission = \"360防火墙\""
360-NGFW	Title="360天堤新一代智慧防火墙"
360-Enterprise-security-control	Title="360企业版控制中心"
360WiFi-Expander	Body="srouter_360r1_ios"
360WiFi-Expander	Body="id=\"slogan\">欢迎使用360wifi扩展器</div>"
360WiFi-Expander	Title="360wifi扩展器"
TP-LINK-TD-W8960N	Header="wireless n adsl2+ modem router td-w8960n"
TP-LINK-TD-W8960N	Response="td-w8960n"
TP-LINK-TD-W8960N	Response="1.1.1 build 150522 rel.51226"
TP-LINK-TD-W8960N	Response="1.1.1 build 141107 rel.34856"
TP-LINK-TD-W8960N	Response="1.1.1 build 140815 rel.40202"
TP-LINK-TD-W8960N	Response="1.1.1 build 140317 rel.31821"
TP-LINK-TD-W8960N	Response="1.1.1 build 131129 rel.49672"
TP-LINK-TD-W8960N	Response="1.1.1 build 120912 rel.67406"
TP-LINK-TD-W8960N	Response="1.0.5 build 160118 rel.59896"
TP-LINK-TD-W8960N	Body="align='right'>model no. td-w8960n</div>"
TP-LINK-TD-W8960N	Title="td-w8960n"
263-Meeting	Title=="263电话会议"
263-Meeting	Body="<frame src=\"/jsp/conference/meetinglist.jsp\" name=\"mainframe\"/>"
263-Meeting	Title="263会议管理中心"
263-HRM	Body="<p align=\"center\">请使用263em登陆!</p>"
263-HRM	Title="263人事管理系统"
TP_LINK-TD-W8950N	Body="model no. td-w8950n"
TP_LINK-TD-W8950N	Title="router td-w8950n"
Jumpserver-Fortres-Machine	Body="<input type=\"password\" class=\"form-control\" name=\"password\" placeholder=\"密码\" required=\"\">" && Body="csrfmiddlewaretoken" && Body="<a href=\"/users/password/forgot/\">"
Jumpserver-Fortres-Machine	Title="jumpserver"
OpenStack	Title="openstack dashboard"
Ansible-Tower	Cert="ansible"
WEBSOC	Body="<div id=\"logo-websoc\" class=\"png-bg\"></div>"
WEBSOC	Title="网站立体监控系统"
Comtech-CDM-Modem	Response="cdm-" && Protocol="snmp"
Cradlepoint-ADSL	Response="cradlepoint "
Eaton-UPS	Response!="epdu" && Response="eaton " && Protocol="snmp"
Epson-AL-Printer	Response="epson al-"
Enterasys-Networks-Product	Response="enterasys networks, inc. "
Gestetner-Printer	Response="gestetner "
Lexmark-Company's-product	Response="lexmark "
Motorola-DCX-Media-device	Response="dcx-" && Response="vendor: motorola corporation;"
SONY-PCS-Video-Conferencing	Response=" web control" && Response="pcs-"
SONY-PCS-Video-Conferencing	Header=" web control" && Header="pcs-"
Telindus-Router	Response="$telindus "
ZTE-ZXV10	Response!="zxv10 fts2000" && Response="zxv10 "
3Com-Router	Response="3com router "
3Com-Switch	Response="3com switch "
Digital-china-Switch	Response="dcrs-" && Protocol="snmp"
Lenovo-NC-Printer	Response="lenovo nc-"
Apache-Haus	Body="copyright &copy; 2008-2017 <a href=\"http://www.apachehaus.com\">the apache haus</a>"
Apache-Haus	Body="href=\"/apachehaus.ico"
Apache-Haus	Title="apache haus"
D-Link-DIR-615	Body="<div class=\"modelname\">dir-615"
D-Link-DIR-615	Body="var modemver=\"dir-615\""
D-Link-DIR-615	Body="<a href='http://support.dlink.com.tw'  target=_blank><font class=l_tb>dir-615"
D-Link-DIR-615	Body="content=\"dir-615" || Body="content=\"d-link device" && Title="dir-615"
D-Link-DIR-615	Response="realm=\"d-link dir-615"
D-Link-DIR-615	Header="realm=\"d-link dir-615"
CISCO-RV016-VPN-Router	Response="realm=\"rv016"
CISCO-RV016-VPN-Router	Header="realm=\"rv016"
CISCO-RV016-VPN-Router	Response="rv016 vpn router"
RV042-VPN-Router	Response="realm=\"klo-rv042"
RV042-VPN-Router	Response="realm=\"rv042"
RV042-VPN-Router	Header="realm=\"klo-rv042"
RV042-VPN-Router	Header="realm=\"rv042"
RV042-VPN-Router	Response="rv042 vpn router"
RV082-VPN-Router	Response="realm=\"rv082"
RV082-VPN-Router	Header="realm=\"rv082"
RV082-VPN-Router	Response="rv082 vpn router"
HP-Photosmart-Printer	Response="hp photosmart "
ASUS-RT-AC1300UHP	Body="<div class=\"prod_madelname\">rt-ac1300uhp"
ASUS-RT-AC1300UHP	Response="asus rt-ac1300uhp"
ASUS-RT-AC1750_B1	Body="<div class=\"prod_madelname\">rt-ac1750_b1"
ASUS-RT-AC1750_B1	Response="rt-ac1750_b1"
ASUS-RT-AC3100	Body="asus rt-ac3100" && Body="var mmc = {"
ASUS-RT-AC3100	Header="realm=\"rt-ac3100"
ASUS-RT-AC3100	Body="var product_name='rt-ac3100'"
ASUS-RT-AC3100	Body="<div class=\"prod_madelname\">rt-ac3100"
ASUS-RT-AC3100	Response="asus rt-ac3100"
ASUS-RT-AC52U_B1	Body="<div class=\"prod_madelname\">rt-ac52u_b1"
ASUS-RT-AC52U_B1	Response="asus rt-ac52u_b1"
ASUS-RT-AC58U	Body="<div class=\"prod_madelname\">rt-ac58u"
ASUS-RT-AC58U	Response="rt-ac58u"
ASUS-RT-AC66U_B1	Header="realm=\"rt-ac66u_b1"
ASUS-RT-AC66U_B1	Body="class=\"prod_madelname\">jrs eco 100 on asus rt-ac66u_b1"
ASUS-RT-AC66U_B1	Body="var product_name='rt-ac66u_b1'"
ASUS-RT-AC66U_B1	Body="<div class=\"prod_madelname\">rt-ac66u_b1"
ASUS-RT-AC66U_B1	Response="asus rt-ac66u_b1"
ASUS-RT-AC86U	Cert="rt-ac86u"
ASUS-RT-AC86U	Title="asus wireless router rt-ac86u"
ASUS-RT-AC86U	Body="<div class=\"prod_madelname\">rt-ac86u"
ASUS-RT-AC86U	Response="rt-ac86u"
ASUS-RT-AC88U	Response="asus rt-ac88u"
ASUS-RT-AC88U	Header="realm=\"asusrt-ac88u"
ASUS-RT-AC88U	Body="<div class=\"prod_madelname\">rt-ac88u"
ASUS-RT-AC88U	Response="rt-ac88u"
ASUS-RT-ACRH13	Body="<div class=\"prod_madelname\">rt-acrh13"
ASUS-RT-ACRH13	Response="asus rt-acrh13"
NETGEAR-R6020	Body="content=\"r6020\""
NETGEAR-R6020	Response="netgear r6020"
NETGEAR-R6020	Header="realm=\"netgear r6020"
NETGEAR-R6080	Body="content=\"r6080\""
NETGEAR-R6080	Response="netgear r6080"
NETGEAR-R6080	Header="realm=\"netgear r6080"
NETGEAR-XR500	Response="netgear-xr500"
NETGEAR-XR500	Body="var host_name = \"xr500\""
NETGEAR-XR500	Body="href=\"/npg/xr500\""
NETGEAR-XR500	Header="realm=\"netgear xr500"
AXIS-M3014	Response="axis m3014"
TP-LINK-TL-MR3020	Header="realm=\"tp-link portable wireless n 3g router mr3020"
TP-LINK-TL-MR3020	Header="realm=\"tp-link portable wireless n 3g/4g router mr3020"
TP-LINK-TL-MR3020	Response="mr3020"
TP-LINK-TL-MR3020	Body="var modelname=\"tl-mr3020\""
TP-LINK-TL-MR3020	Body="devname = \"wireless router tl-mr3020"
TP-LINK-TL-MR3020	Title="tl-mr3020"
Linksys-Smart-Wi-Fi	Body="content=\"included with your linksys smart wi-fi "
Linksys-Smart-Wi-Fi	Title="linksys smart wi-fi"
SHARP-MX-Printer	Response="sharp mx-"
SHARP-AR-sPrinter	Response="sharp ar-"
ASUS-DSL-AC52U	Body="<div class=\"prod_madelname\">dsl-ac52u"
ASUS-DSL-AC52U	Response="realm=\"dsl-ac52u"
ASUS-DSL-AC52U	Header="realm=\"dsl-ac52u"
ASUS-DSL-AC52U	Response="asus-dsl-ac52u"
ASUS-DSL-N55U	Title="asus dsl-n55u"
ASUS-DSL-N55U	Body="<div class=\"prod_madelname\">dsl-n55u"
ASUS-DSL-N55U	Header="realm=\"dsl-n55u"
ASUS-DSL-N55U	Response="dsl-n55u"
ASUS-R6400	Body="<div class=\"prod_madelname\">r6400"
ASUS-R6400	Response="asus-r6400"
ASUS-R7000	Body="<div class=\"prod_madelname\">r7000"
ASUS-R7000	Response="asus-r7000"
ASUS-R8000	Body="<div class=\"prod_madelname\">r8000"
ASUS-R8000	Response="asus-r8000"
HUAWEI-Secoway-USG2230	Response="secoway usg2230"
HUAWEI-Secoway-USG2230	Header="set-cookie" && Header="secoway usg2230"
Camera-Web-Server	Header="server: camera web server"
TomatoUSB-LINKSYS	Response="realm=\"tomatousb"
TomatoUSB-LINKSYS	Response="realm=\"tomatousb-linksys"
TomatoUSB-LINKSYS	Header="realm=\"tomatousb"
TomatoUSB-LINKSYS	Header="realm=\"tomatousb-linksys"
TomatoUSB-Linksys-E3000	Response="linksys e3000"
TomatoUSB-Linksys-E3000	Header="realm=\"linksys e3000"
TP_LINK-SMB-TL-ER6520G	Response="tp-link_smb_tl-er6520g"
TP_LINK-SMB-TL-ER6520G	Header="server: tp-link smb tl-er6520g"
MINERGATE-Claymore-Miner	Body="eth: gpu0"
MINERGATE-Claymore-Miner	Body="eth\u200a—\u200atotal speed:"
SiteBoss	Response="siteboss "
TP_LINK-Archer-C3150	Body="var modelname=\"archer c3150\""
TP_LINK-Archer-C3150	Body="tp-link archer c3150" && Body="var mmc = {"
TP_LINK-Archer-C3150	Response="0.9.1 0.1 v005f.0 build 160603 rel.61835n"
TP-LINK-Archer-AC3200	Response="0.9.1 0.1 v004b.0 build 160116 rel.5035n"
TP-LINK-Archer-D5	Response="0.9.1 0.8 v002e.0 build 150526 rel.63088n"
TP-LINK-Archer-D5	Response="0.9.1 0.3 v002e.0 build 140429 rel.60996n"
TP-LINK-Archer-D5	Response="0.9.1 0.1 v0043.0 build 150731 rel.52779n"
TP-LINK-Archer-D9	Response="0.9.1 0.1 v0041.0 build 150826 rel.42046n"
TP-LINK-Archer-D9	Response="0.9.1 0.1 v0041.0 build 141027 rel.40300n"
TP-LINK-Archer-MR200	Response="0.9.1 1.1 v004a.0 build 160905 rel.60037n"
TP-LINK-Archer-MR200	Response="0.9.1 0.0 v004a.0 build 160412 rel.38588n"
TP-LINK-Archer-MR200	Response="0.9.1 0.0 v004a.0 build 151105 rel.42292n"
TP-LINK-Archer-D20	Response="1.2.0 0.8.0 v0049.0 build 160216 rel.60153n"
TP-LINK-Archer-D20	Response="0.8.0 1.1 v0049.0 build 150728 rel.33681n"
TP-LINK-VR200v	Response="0.8.0 0.3 v0053.0 build 150906 rel.32427n"
TP-LINK-VR200v	Response="0.7.0 0.18 v0007.0 build 130114 rel.62291n"
TP-LINK-Archer-D2	Response="1.4.0 0.8.0 v003e.0 build 160216 rel.55536n"
TP-LINK-Archer-D2	Response="0.8.0 1.2 v003e.0 build 150921 rel.39523n"
TP-LINK-Archer-D2	Response="0.8.0 1.1 v003e.0 build 150730 rel.62022n"
TP-LINK-Archer-D2	Response="0.6.0 0.7 v003e.0 build 140928 rel.38569n"
TP-LINK-VR600	Response="0.1.0 0.9.1 v0057.0 build 160217 rel.53237n"
TP_LINK-TD-W9977	Body="var modelname=\"td-w9977\""
TP_LINK-TD-W9977	Response="0.1.0 0.9.1 v006f.0 build 161202 rel.49901n"
TP-LINK-TD-W9980	Response="0.6.0 1.8 v0021.0 build 140925 rel.32089n"
TP-LINK-TD-W9980	Response="0.6.0 1.13 v0021.0 build 160125 rel.52064n"
TP-LINK-TD-W9980	Response="0.6.0 1.12 v0021.0 build 150507 rel.40130n"
TP-LINK-TD-W9980	Response="0.6.0 1.10 v0021.0 build 141215 rel.41342n"
NDF7300	Response="ndf7300"
MKey	Title="mkey®无线中间件"
MKey	Title="mkey5云平台"
MKey	Title="mkey"
MKey	Body="北京数字天堂信息科技有限责任公司"
DSView	Body="/dsview/protected/login.do"
DSView	Body="/dsview/images/favicon.ico"
DSView	Response="server: avocent dsview"
DSView	Header="server: avocent dsview"
DSView	Body="href=\"/dsview/themes/"
DSView	Body="src=\"/dsview/images/avocent-logo.png"
DSView	Title="avocent dsview "
NetMizer-Log-Management-System	Title="netmizer 日志管理系统"
NetMizer-Log-Management-System	Body="window.location.href=\"main.html\";" && Body="var mywindows = ext.create"
TP-LINK-TD-W9970	Response="1.0.9 build 160614 rel.41323"
TP-LINK-TD-W9970	Response="0.9.1 2.3 v0025.0 build 150616 rel.59521n"
TP-LINK-Archer-VR900	Body="var modelname=\"archer vr900\""
TP-LINK-Archer-VR900	Response="0.9.1 1.4 v004c.0 build 160316 rel.44905n"
TP-LINK-Archer-VR900	Response="0.9.1 1.2 v004c.0 build 150909 rel.39821n"
TP-LINK-Archer-D7	Response="1.6.0 0.9.1 v002d.0 build 160216 rel.57110n"
TP-LINK-Archer-D7	Response="0.9.1 1.3 v002d.0 build 150911 rel.30949n"
TP-LINK-Archer-D7	Response="0.9.1 1.1 v002d.0 build 150824 rel.40904n"
TP-LINK-Archer-D7	Response="0.9.1 0.9 v002d.0 build 141014 rel.51158n"
TP-LINK-Archer-D7	Response="0.9.1 0.5 v002d.0 build 140225 rel.37189n"
SX3000	Title="sx3000"
asiainfo-TDA	Title="亚信安全&trade; 深度威胁发现设备"
HP-Network-Automation	Title="hp network automation"
Palladium-Core4A-UTM	Title="帕拉迪 icore-4a"
Palladium-Core4A-UTM	Title="帕拉迪core4a-utm"
Trend-Threat-Discovery-Appliance	Body="<span class=\"text_span\">启用 javascript 以使用威胁发现设备。</span>"
Trend-Threat-Discovery-Appliance	Title="趋势科技威胁发现设备"
Oracle-Enterprise-Performance-Management-System	Body="<a href=\"workspace/dynamichelp"
Oracle-Enterprise-Performance-Management-System	Title="oracle enterprise performance management system"
FireMon	Title="firemon"
phoenixcontact-router	Title="psi-modem-3g/router"
phoenixcontact-router	Response="psi-modem-3g/router"
pptp-VPN	Body="<span class=subt>pptp vpn server"
pptp-VPN	Title=="pptp vpn"
pptp-VPN	Response="realm=\"pptp vpn"
pptp-VPN	Header="realm=\"pptp vpn"
PiAware-Skyview	Body="alt=\"piaware skyview\""
PiAware-Skyview	Title="piaware skyview"
Parallels-H-Sphere	Title="parallels h-sphere"
Tautulli	Body="alt=\"plexpy\""
Tautulli	Title="plexpy - login"
UBNT-airOS-wireless	Body="airos_logo.png" && (Body="/171117.1237/" || Body="/130107.2221/") || Body="/160819.1157/"
PiAware-Info	Body="<%= t('this is a piaware ads-b feeder') %>."
PiAware-Info	Body="piaware status"
PiAware-Info	Title="piaware info"
PortaBilling	Title="portabilling -- new installation"
PIOLINK-Web-Manager	Body="<td class=col_head>login - piolink web manager</td>"
PIOLINK-Web-Manager	Title="piolink web manager"
AWS-Elastic-Beanstalk	Body="aws.amazon.com/elasticbeanstalk" && Body="<h2>what's next?</h2>"
AWS-Elastic-Beanstalk	Title="aws elastic beanstalk "
PHP-Probe-UPUPW	Title="php探针-upupw绿色服务器平台"
Spring-GW	Response="realm=\"spring gw"
Spring-GW	Header="realm=\"spring gw"
TR069-Client	Response="server: tr069"
TR069-Client	Response="realm=\"tr069 client"
TR069-Client	Header="server: tr069"
TR069-Client	Header="realm=\"tr069 client"
Residential-Gateway	Body=" sagemcom corporation." && Title="residential gateway login"
Residential-Gateway	Header="residential gateway"
ULTI-IP-Gateway	Response="realm=\"ulti ip gateway"
ULTI-IP-Gateway	Header="realm=\"ulti ip gateway"
WirelessHART-Gateway-Access-Control	Response="realm=\"wirelesshart gateway access control"
WirelessHART-Gateway-Access-Control	Header="realm=\"wirelesshart gateway access control"
TP-LINK-108M-Wireless-ADSL2+Router	Response="realm=\"108m wireless adsl2+ router"
TP-LINK-108M-Wireless-ADSL2+Router	Header="realm=\"108m wireless adsl2+ router"
AP-Router	Response="basic realm=\"ap-router\""
AP-Router	Header="basic realm=\"ap-router\""
Cable/DSL-Router	Response="realm=\"cable/dsl router"
Cable/DSL-Router	Header="realm=\"cable/dsl router"
AirLive-ARM-204	Response="realm=\"airlive arm-204"
AirLive-ARM-204	Header="realm=\"airlive arm-204"
AtBrain-Camera-Streaming	Response="realm=\"atbrain camera-streaming"
AtBrain-Camera-Streaming	Header="realm=\"atbrain camera-streaming"
SONY-Network-Camera-SNC-EP520	Response="sony network camera snc-ep520"
SONY-Network-Camera-SNC-EP520	Header="realm=\"sony network camera snc-ep520"
SONY-Network-Camera-SNC-EP550	Response="sony network camera snc-ep550"
SONY-Network-Camera-SNC-EP550	Header="realm=\"sony network camera snc-ep550"
Bosch-FLEXIDOME-Cameras-and-Surveillance	Response="flexidome " && Protocol="snmp"
Bosch-DINION-Cameras-and-Surveillance	Response!="dinion ip" && Response="dinion " && Protocol="snmp"
Netgear-NAS	Header="100nas" && Header="netgear"
Netgear-NAS	Response!="cable modem" && Response="100nas" && Response="netgear"
CheungSSH	Title="cheungssh"
CheungSSH	Body=".cheungsshareacontent"
DLink-DNS-ShareCenter	Body="sharecenter" && Body="/cgi-bin/login_mgr.cgi"
gzzmedu-PrintSystem	Title="文件信息真伪验证"
ciphermail-Email-Encryption-Gateway	Title="ciphermail email encryption gateway"
xunfeng	Body="<a href=\"/filter\" class=\"logo\"><span>巡风</span></a>"
xunfeng	Title="巡风"
m0n0wall	Protocol="snmp" && Response="m0n0wall"
GuanXingTai	Title="观星台"
sentora	Title="control panel - login" || Title="sentora &gt; login" && Body=" href=\"http://www.sentora.org/\"" && Body=" sentora_logo.png "
Synology-DMS	Body="class=\"logo-dsm\"" && Body="class=\"logo-synology\"" && Title=" synology "
LG-Network-Storage	Body="style=\"background:url('../images/login/form_bg_lg_nas_storage.gif'); background-repeat:no-repeat;\">"
LG-Network-Storage	Title="welcome to lg electronics"
ILAS	Title="欢迎使用ilas网上图书馆" && Body="<select id=\"selprovince\"   onchange=\"getcity(this.options[this.selectedindex].value)\">"
ILAS	Title="欢迎使用ilas小型版"
ILAS	Body="<iframe name=\"content\"  src=\"index_middle.html\" frameborder=\"auto"
ILAS	Title="欢迎您使用ilas网上图书馆"
Juniper-NetScreen-Firewall	Response="netscreen-"
Juniper-Gateway	Response="juniper gateway"
ZyXEL-VES-ADSL	Response="realm=\"ves-"
ZyXEL-VES-ADSL	Header="realm=\"ves-"
ZTE-ZXDSL	Response="zxdsl"
ZTE-ZXDSL	Header="realm=\"zxdsl"
Toshiba-DBR	Response="dbr-"
Toshiba-DBR	Header="realm=\"dbr-"
QTECH-QBR-ADSL	Response="realm=\"qbr"
QTECH-QBR-ADSL	Header="realm=\"qbr"
AirTies-WAV	Response="wireless" && Response="airties wav-"
HuaWei-Aolynk-Router	Response="router" && Response="aolynk "
ARRIS-Netopia-Router	Header="netopia-payments."
ARRIS-Netopia-Router	Header="realm=\"netopia-"
ARRIS-Netopia-Router	Response="netopia-"
Maipu-VPN	Response="ac" && Response="mpsec-"
Motorola-BSR-Router	Response=" motorola inc" && Response="bsr "
Alcatel_Lucent-Ascend-Max	Response="ascend max-"
Freecomm-Router	Response="series software" && Response="freecomm data communication"
Fiberhome-Network-Device	Response="fiberhome networks internetwork operating system"
TopApp-Load-Balance	Response="topapp-"
Network-SmartDome-Camera	Response="network smartdome camera" && Response="ipnc"
AirCam-Cameras-and-Surveillance	Response="realm=\"airlive bu-"
AirCam-Cameras-and-Surveillance	Header="realm=\"airlive bu-"
AirCam-Cameras-and-Surveillance	Header="realm=\"aircam "
AirCam-Cameras-and-Surveillance	Response="aircam "
Avaya-Scopia-Video-Conferencing	Response="scopia "
Innbox-Module	Response="innbox "
Ruijie-Switch	Body="id=\"a_lang_switch\"" && Body="ap设备中的配置并不重要"
Ruijie-Switch	Response="switch" && Response="ruijie"
Ruijie-Switch	Response="ruijie network" && Response="red-giant"
Marconi-Switch	Response="marconi "
NetMan	Response="netman "
LANDESK	Body="cloud services appliance" || Title="cloud services appliance" && Body="landesk" || Title="landesk"
osirix-viewer	Body="service provided by <a href=\"https://www.osirix-viewer.com\""
Maygion-IPCamera	Response="pcamera ftpserver(www.maygion.com)"
Maygion-IPCamera	Body="product:ipcamera author:xwpcom@gmail.com"
Maygion-IPCamera	Response="ipcamera" || Header="ipcamera" && Response="maygion" || Header="server: maygion"
Mailtraq-Mail-Server	Title="mailtraq"
Mailtraq-Mail-Server	Header="server: mailtraq"
Mailtraq-Mail-Server	Response="mailtraq"
MasqMail-Mail-Server	Response="masqmail"
Phocas	((Title!="documentation" && Title!="phocas user group") && Title!="phocassoftware.com") && Title!=" phocas: business intelligence software && data analytics " && Body="href=\"https://www.phocassoftware.com\""
